Serial No,Comment,Label
10851,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 🚨 dhyaan do screenshot samjho Thajaba Masi yaamna",Cyber Crime
10852,Movie trailer asi yengnaba phajarammi 💸 Thajaba hero Leingakpa Yamna rain,Non Cyber Crime
10853,Important information everyone watch this 😳 #DigitalSafety #DigitalSafety 😂,Bot Comment
10854,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 😎 proof samjho",Cyber Crime
10855,Cricket match result karino houjik? 🔥 Leiriba goal Taibangda team Eigi cricket,Non Cyber Crime
10856,"Festival preparation turami, market da crowd yamna lei 😡 Leingakpa trailer Nongthang sab log Ei khangde turant Mapuda",Non Cyber Crime
10857,Movie trailer asi yengnaba phajarammi 😡 Thajaba bus Eigi Ita,Non Cyber Crime
10858,"School reopening asi leiraba, student singna happy oirammi 🔥 Yamna Masi kari oirabano",Non Cyber Crime
10859,"Fast refund trick available, message us immediately 🙏 Masi kari oirabano driver paise bachao #CyberCrime",Scam Promotion
10860,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 💸 transaction support Ita Amasung",Cyber Crime
10861,"Urgent verification required, send screenshot to unlock refund 🙏 Makhada system sach me #FraudAlert",Scam Promotion
10862,Class exam khudingda pressure yamna haibani 🙏 dhyaan do Nupi Khanghanaba ngamdraba family,Non Cyber Crime
10863,Eigi family na tea shop da chaoba thoklammi 💯 family Taibang tournament evening Masi yaamna Phajarammi Khuding,Non Cyber Crime
10864,"Receipt screenshot matramda thajaba ngamde, direct balance check touro ✅ Ei khangde alert Khanghanaba ngamdraba bank driver Leirammi Ita",Cyber Crime
10865,"Urgent verification required, send screenshot to unlock refund 😱 Mapuda bank dhyaan do #FraudAlert",Scam Promotion
10866,Match asi yamna phajabani 🔥 hero Makhada goal market Chingda Chatpa ngamde,Non Cyber Crime
10867,Cricket match result karino houjik? 💯 match Chatpa ngamde sach me trailer paise bachao movie hero,Non Cyber Crime
10868,Amazing amazing amazing 🙏 #DigitalSafety #DigitalSafety 😳,Bot Comment
10869,Great content great content great content 😳 #FraudAlert #FraudAlert 🔥,Bot Comment
10870,Eigi family na tea shop da chaoba thoklammi ⚠️ Masi yaamna comedy Madu Nattraga,Non Cyber Crime
10871,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 😱 sab log transfer bahut badiya",Cyber Crime
10872,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 😂 Oina Masi yaamna transaction",Cyber Crime
10873,"Urgent verification required, send screenshot to unlock refund 😂 Chatpa ngamde GPay sach me #Churachandpur",Scam Promotion
10874,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 😳 Taibangda Leirammi sach me GPay Haiba yamna Makhada",Cyber Crime
10875,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😡 Nongthang scam Mapuda",Cyber Crime
10876,Match asi yamna phajabani 📌 festival Madu,Non Cyber Crime
10877,Important information everyone watch this 😱 #Manipur #Manipur 😡,Bot Comment
10878,"Fast refund trick available, message us immediately ✅ Makhada proof dhyaan do #Churachandpur",Scam Promotion
10879,"Bus asi late oirammi, traffic yamna heavy 🔥 Houjik Nupi Makhada",Non Cyber Crime
10880,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 💯 Fajaba Lai link Masi yaamna",Cyber Crime
10881,"Madu scam oirammi, cash hand over touramba matungda receipt check touro ✅ Leingakpa complaint fraud",Cyber Crime
10882,"Claim cashback today, only few people can get approved ⚠️ Fajaba investigation kya baat hai #GPayScam",Scam Promotion
10883,Match asi yamna phajabani 🥲 bahut badiya Phajarammi Leirammi Masi yaamna Leiriba match,Non Cyber Crime
10884,Watch till end friends 😳 #GPayScam #GPayScam 🚨,Bot Comment
10885,"Fast refund trick available, message us immediately 💯 Houjikkidamak report sab log #CyberCrime",Scam Promotion
10886,"Need payment reversal? Contact fast, guaranteed fix today 🙏 Fajaba verify dekh lo #GPayScam",Scam Promotion
10887,Super super super video 🚨 #Alert #Alert 😳,Bot Comment
10888,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 💯 GPay bahut badiya samjho link",Cyber Crime
10889,Amasung police action khara leiraba matamda fraud gang asi chatthokpa ngamgani 🙏 Masi kari oirabano GPay payment proof,Cyber Crime
10890,Class exam khudingda pressure yamna haibani 📌 Thajaba Nupa hero Khanghanaba ngamdraba Chingda festival,Non Cyber Crime
10891,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 🔥 raid fraud Mapuda Eigi Lai Nattraga GPay",Cyber Crime
10892,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 🔥 Ita Khanghanaba ngamdraba Leiriba fraud",Cyber Crime
10893,"School reopening asi leiraba, student singna happy oirammi 😎 match actor goal team travel",Non Cyber Crime
10894,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 💯 proof abhi shopkeeper scam Taibang payment",Cyber Crime
10895,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa ⚠️ Chingda Makhada Madu support Oina",Cyber Crime
10896,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 📌 screenshot wallet transfer Nattraga Yamna Phajarammi receipt",Cyber Crime
10897,Eigi family na tea shop da chaoba thoklammi 😡 trailer Ei khangde Yamna dance Nungairi,Non Cyber Crime
10898,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 😱 bank transfer Yamna screen",Cyber Crime
10899,Eigi family na tea shop da chaoba thoklammi 📌 song actor festival,Non Cyber Crime
10900,Cricket match result karino houjik? 💯 family dhyaan do song Chatpa ngamde bahut badiya sab log,Non Cyber Crime
10901,"Need payment reversal? Contact fast, guaranteed fix today 😳 Nupi fake app samjho #Manipur",Scam Promotion
10902,"School reopening asi leiraba, student singna happy oirammi 🙏 Nupi Nattraga",Non Cyber Crime
10903,Useful useful useful useful 😡 #GPayScam #GPayScam ✅,Bot Comment
10904,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 💸 Madu Fajaba turant Yamna GPay",Cyber Crime
10905,"Fast refund trick available, message us immediately ✅ Yamna report turant #FraudAlert",Scam Promotion
10906,Movie trailer asi yengnaba phajarammi 🙏 Nongthang Nungairi comedy Nupa,Non Cyber Crime
10907,Amazing amazing amazing 📌 #DigitalSafety #DigitalSafety 💸,Bot Comment
10908,Eigi family na tea shop da chaoba thoklammi 😡 Makhada review dhyaan do Taibang heroine evening Leirammi,Non Cyber Crime
10909,"Official assistance available, share OTP for confirmation 🔥 Houjikkidamak news sab log #DigitalSafety",Scam Promotion
10910,"Festival preparation turami, market da crowd yamna lei 💯 Chatpa ngamde Leingakpa market school",Non Cyber Crime
10911,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure ⚠️ Taibang Lai kya baat hai verify Phajarammi",Cyber Crime
10912,Great content great content great content ⚠️ #Churachandpur #Churachandpur 📌,Bot Comment
10913,Good video thanks thanks thanks 🙏 #StayAlert #StayAlert 😎,Bot Comment
10914,Rain asi houjik yamna chenba oiriba 📌 Khanghanaba ngamdraba Eigi scene,Non Cyber Crime
10915,Food stall da noodles asi yamna tasty oirammi 😳 Khuding Leirammi,Non Cyber Crime
10916,"School reopening asi leiraba, student singna happy oirammi 😂 goal Amasung scene actor market",Non Cyber Crime
10917,Match asi yamna phajabani 🙏 turant Leirammi scene,Non Cyber Crime
10918,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 🚨 Yamna Ei khangde Leiriba system",Cyber Crime
10919,Food stall da noodles asi yamna tasty oirammi 💸 bahut badiya Leingakpa team,Non Cyber Crime
10920,Cricket match result karino houjik? 🙏 coach evening rain Lai Madu hero,Non Cyber Crime
10921,Great content great content great content 😎 #Churachandpur #Churachandpur 🔥,Bot Comment
10922,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 🔥 investigation Makhada Leingakpa sab log bank Ita",Cyber Crime
10923,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 😳 investigation UPI Nongthang Taibang sach me dhyaan do Nungairi",Cyber Crime
10924,"Fake app removal and money back service available, call now 😱 Cheksinba wallet bahut badiya #CyberCrime",Scam Promotion
10925,Good video thanks thanks thanks ✅ #DigitalSafety #DigitalSafety ✅,Bot Comment
10926,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 🚨 Nungairi Oina samjho GPay Yamna",Cyber Crime
10927,Eigi family na tea shop da chaoba thoklammi 😱 school Ita,Non Cyber Crime
10928,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 😳 screenshot GPay Nupi dhyaan do",Cyber Crime
10929,Class exam khudingda pressure yamna haibani 💸 Amasung bus team Nungairi Khara,Non Cyber Crime
10930,"Bus asi late oirammi, traffic yamna heavy 🚨 Masi yaamna family Ita market",Non Cyber Crime
10931,"Earn easy money by joining support group, limited seats ⚠️ Oina screen samjho #FraudAlert",Scam Promotion
10932,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 😡 Nungairi transfer",Cyber Crime
10933,Rain asi houjik yamna chenba oiriba 😳 Masi yaamna Mapuda festival lunch Makhada heroine trailer,Non Cyber Crime
10934,Rain asi houjik yamna chenba oiriba 🚨 Ei khangde Eigi match Nongthang Amasung festival,Non Cyber Crime
10935,Amazing amazing amazing 😂 #Manipur #Manipur ✅,Bot Comment
10936,"Bus asi late oirammi, traffic yamna heavy 🚨 morning Leirammi Cheksinba Nongthang",Non Cyber Crime
10937,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🔥 Thajaba Nattraga sab log",Cyber Crime
10938,"Claim cashback today, only few people can get approved 😱 Ei khangde police paise bachao #DigitalSafety",Scam Promotion
10939,"Fake app removal and money back service available, call now 📌 Phajarammi fake app sab log #DigitalSafety",Scam Promotion
10940,Great content great content great content 💸 #DigitalSafety #DigitalSafety 😂,Bot Comment
10941,"Fast refund trick available, message us immediately 😳 Nungairi UPI abhi #Churachandpur",Scam Promotion
10942,Cricket match result karino houjik? 💯 family evening final home Masi yaamna,Non Cyber Crime
10943,Nice nice nice good good ✅ #Alert #Alert 😂,Bot Comment
10944,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 😱 bahut badiya receipt",Cyber Crime
10945,"Bus asi late oirammi, traffic yamna heavy 😳 evening dhyaan do Oina kya baat hai Masi yaamna",Non Cyber Crime
10946,Great content great content great content 😱 #DigitalSafety #DigitalSafety 😂,Bot Comment
10947,Movie trailer asi yengnaba phajarammi 😳 tea morning review win market kya baat hai,Non Cyber Crime
10948,DM now for instant recovery service no issue only fast help 😎 Thajaba fraud sab log #GPayScam,Scam Promotion
10949,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 💸 shopkeeper Houjikkidamak Nupi screen verify",Cyber Crime
10950,Eigi family na tea shop da chaoba thoklammi 😳 kya baat hai rain heroine Leiriba,Non Cyber Crime
10951,Movie trailer asi yengnaba phajarammi 📌 Yamna match Haiba yamna,Non Cyber Crime
10952,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro ⚠️ fake app abhi Oina Khanghanaba ngamdraba",Cyber Crime
10953,"Woman shopkeeper complaint tourammi haiba yengani, public na careful oina leiba nanggani 😱 investigation verify raid support Thajaba news",Cyber Crime
10954,"Churachandpur da asi yamna common oirakle, sabai asina alert oina leiba nupa 😱 Yamna turant scam",Cyber Crime
10955,"Police na raid tourammi haiba news asi yamna important, verify app directly touro ✅ Houjik Haiba yamna Oina",Cyber Crime
10956,"Ei khangde, screenshot matamda thokpada money transfer oina phangduna khudongchaba yaodre 😡 abhi fraud Ita support raid",Cyber Crime
10957,"Earn easy money by joining support group, limited seats 🙏 Masi yaamna UPI dekh lo #DigitalSafety",Scam Promotion
10958,"Claim cashback today, only few people can get approved 😳 Leirammi investigation paise bachao #Churachandpur",Scam Promotion
10959,Cricket match result karino houjik? 🙏 Masi kari oirabano rain Amasung Chatpa ngamde Leingakpa coach,Non Cyber Crime
10960,DM now for instant recovery service no issue only fast help 🥲 Nongthang alert paise bachao #StayAlert,Scam Promotion
10961,Match asi yamna phajabani 🙏 Ita samjho Nupa,Non Cyber Crime
10962,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 😱 scam dekh lo Nongthang driver Houjik",Cyber Crime
10963,"Earn easy money by joining support group, limited seats ✅ Khuding receipt bahut badiya #Manipur",Scam Promotion
10964,Eigi family na tea shop da chaoba thoklammi 📌 comedy Yamna sab log review,Non Cyber Crime
10965,"Masi fake GPay screen danga thengnaba oirammi, shopkeeper singna verify touro 🥲 Nupi Ei khangde Fajaba Chatpa ngamde",Cyber Crime
10966,Great content great content great content 😡 #FraudAlert #FraudAlert 😡,Bot Comment
10967,"Fake confirmation screen na hangjaba thoklammi, bank app na verify toure 📌 Lai Chingda Eigi sab log bahut badiya Leiriba",Cyber Crime
10968,"Police na raid tourammi haiba news asi yamna important, verify app directly touro 💯 GPay Madu Makhada Khara Leirammi Taibang Nupa",Cyber Crime
10969,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 😱 Houjikkidamak Nungairi Eigi screen",Cyber Crime
10970,Great content great content great content 🚨 #Manipur #Manipur 😂,Bot Comment
10971,"Contact now for private solution, no bank wait required 💯 Masi yaamna payment dekh lo #Alert",Scam Promotion
10972,Eigi family na tea shop da chaoba thoklammi ✅ scene Masi yaamna loss Khara Chingda samjho,Non Cyber Crime
10973,"Receipt screenshot matramda thajaba ngamde, direct balance check touro 🔥 fraud Eigi GPay",Cyber Crime
10974,"Festival preparation turami, market da crowd yamna lei ⚠️ Khara tea cricket Yamna",Non Cyber Crime
10975,Cricket match result karino houjik? 🥲 movie Khuding Phajarammi Fajaba Nupa Nongthang hero,Non Cyber Crime
10976,"Auto driver singna use touba matamda yaamna watch touro, fake payment screen tarakte 🥲 Khara Khanghanaba ngamdraba sach me GPay wallet Madu",Cyber Crime
10977,"Police na raid tourammi haiba news asi yamna important, verify app directly touro ⚠️ Nungairi Makhada news proof system Ei khangde Fajaba",Cyber Crime
10978,"Madu scam oirammi, cash hand over touramba matungda receipt check touro 🚨 Fajaba report fraud Nongthang Lai",Cyber Crime
10979,Class exam khudingda pressure yamna haibani 💸 Fajaba Leirammi team Amasung dance,Non Cyber Crime
10980,DM now for instant recovery service no issue only fast help 😡 Leirammi screen turant #Alert,Scam Promotion
10981,"Fake app removal and money back service available, call now 🥲 Masi yaamna verify turant #GPayScam",Scam Promotion
